Translation #,Category,Wireframe Ref,KMCO Internal Category Name,KMCO Internal Field Code,Field Name,Original KMCO US English Copy,FOX Copy Edit - US English,Australia / ME English (FX),English Description,Russian,German,Turkish,Italian,Bulgarian,Serbian,Slovenian,Japanese,Chinese (Traditional),UK / Philippines (FOX),ME Arabic,Polish,Netherlands,Spanish (ES),Brazil,South East Asia - English (FOX Movies Premium)
AT216,iOS,0,Translations Strings,0,ThanksForInvitingMessage,Your invitation was sent successfully,Your invitation was sent successfully,Your invitation was sent successfully,Your invitation was sent successfully,Приглашение отправлено,Deine Einladung wurde versendet,Davetiyen başarıyla yollandı,Il tuo invito è stato inviato correttamente,Вашата покана е изпратена успешно,Vaš poziv je uspešno poslat,Vaše povabilo je bilo uspešno poslano.,"招待しました
",你已成功發出邀請,Your invitation was sent successfully,تم إرسال دعوتك بنجاح,Zaproszenie zostały wysłane,Je uitnodiging is succesvol verzonden.,Tu invitación ha sido enviada correctamente,Seu convite foi enviado com sucesso,Your invitation was sent successfully
AT217,iOS,0,Translations Strings,0,VersionText,Version:, Version:, Version:,Version:,Версия:,Version:,Sürüm:, Versione:,Версия:,Verzija:,Različica:,Version:,版本, Version:,النسخة:,Wersja:,Versie:,Versión: ,Versão:, Version:
AT218,iOS,0,Translations Strings,0,SettingsSection,Settings,Settings,Settings,Settings,Настройки,Einstellungen,Ayarlar,Impostazioni,Настройки,Podešavanja,Nastavitve,設定,設定,Settings,الإعدادات,Ustawienia,Instellingen,Ajustes,Ajustes:,Settings
AT626,Canvas,,C/Rails,,home_intro,"Turn yourself into a Walker from AMC's The Walking Dead, share it with your friends, and vote for your top Walker Gallery photos!","Turn yourself into a Walker from FOX's The Walking Dead, share it with your friends, and vote for your top Walker Gallery photos!","Turn yourself into a Walker from FX's The Walking Dead, share it with your friends, and vote for your top Walker Gallery photos!","Turn yourself into a Walker from FOX's The Walking Dead, share it with your friends, and vote for your top Walker Gallery photos!",,"Mach dich zu einem Zombie aus The Walking Dead von FOX!
Teile dein Foto mit Freunden und stimme für die besten Zombie-Bilder in der
Beisser-Galerie!

","Kendini FX'in The Walking Dead zombilerinden birine dönüştür, arkadaşlarınla paylaş ve Zombi Galerisi'nde en iyi bulduğun fotoğrafları oyla!",Trasformati in uno zombie della serie FOX The Walking Dead! Condividi la foto con gli amici e vota le tue preferite della galleria zombie.,"Преобрази се в зомби от FOX-ския сериал ""Живите Мъртви"", сподели с приятели и гласувай в галерията на Живите мъртви.","Preobratite se u Zombija iz FOX serije ""Okružen mrtvima"", podelite fotografije s prijateljima i glasajte za najbolje fotografije u Zombi foto-albumu!","Preobrazite se v zombija iz FOX-ove serije Živi mrtveci, fotografije delite s prijatelji in glasujte za najboljše v galeriji zombijev.",FOXで放送中の『ウォーキング・デッド』のゾンビに変身して、友達にシェアしよう！最高のゾンビには投票しよう！,把你自己變成STAR MOVIES陰屍路裡面的活屍！和你的朋友分享，並投票給活屍照片集裡最讚的活屍照！,"Turn yourself into a Walker from FOX's The Walking Dead, share it with your friends, and vote for your top Walker Gallery photos!",,"Przerób się na zombie z The Walking Dead na kanale FOX, dziel się zdjęciami ze znajomymi i głosuj na swoich faworytów","Verander jezelf in een Walker uit The Walking Dead van FOX, deel je foto met je vrienden en stem op je favoriete resultaten!","Conviértete en un caminante de The Walking Dead de FOX, compártelo con tus amigos y vota tus galería de fotos preferida!","Transforme-se em um zumbi de The Walking Dead da FOX, compartilhe com seus amigos e vote nas suas fotos favoritas da galeria!","Turn yourself into a Walker from FOX Movies Premium's The Walking Dead, share it with your friends, and vote for your top Walker Gallery photos!"
AT627,Canvas/Mobile,,C/Rails,,mobile_header_url_msg ,Log on to DeadYourself.com from your desktop PC to create your own!,Log on to DeadYourself.com from your desktop PC to create your own!,Log on to DeadYourself.com from your desktop PC to create your own!,Log on to DeadYourself.com from your desktop PC to create your own!,,Gehe auf DeadYourself.com um dein eigenes Zombie-Bild zu erstellen!,Bilgisayarından DeadYourself.com'a giriş yaparak sen de kendini zombiye dönüştür!,Collegati a foxtv.it dal tuo PC per creare la tua foto con Dead Yourself,"Влез в https://www.facebook.com/foxtvbulgaria от твоя компютър, за да създадеш своя собствена.",Uloguj se na deadyourself.com sa svog kompjutera i napravi svoju fotku!,Prijavite se na DeadYourself.com iz vašega računalnika in naredite svojo fotografijo.,DeadYouself.comにPCからログインして、自分のゾンビを作成しよう！,從PC登入 DeadYourself.com 創造你自己的活屍照！,Log on to DeadYourself.com from your desktop PC to create your own!,,Zaloguj się na www.facebook.com/FOXPolska na komputerze i stwórz własne zdjęcie,Login op DeadYourself.com vanuit je computer om je eigen foto te maken!,Inicia sesión en DeadYourself.com desde tu ordenador para comenzar!,Inicie a sessão em DeadYourself.com de seu computador para começar,Log on to DeadYourself.com from your desktop PC to create your own!
AT628,DEPRECATED,,nibtranslations strings,IBUILabel,44.text,Tap the star button to vote for your favorite Walker photos!,Tap the star button to vote for your favorite Walker photos!,Tap the star button to vote for your favorite Walker photos!,Tap the star button to vote for your favorite Walker photos!,Голосуйте за вашу фотографию в Галерее Ходячих Мертвецов!,Stimme für die besten Zombie-Bilder in der Beisser-Galerie!,En iyi bulduğun fotoğrafları oyla!,Tocca il pulsante a stella per votare le tue foto preferite!,"Натиснете бутона звезда, за да гласуват за любимите си снимки Уокър!",Тапните на дугме звезду да гласају за своје омиљене Вокера фотографија!,Dotaknite se gumba zvezdicami glasovali za vaše najljubše fotografije Walker!,最高のゾンビには投票しよう！,並投票給活屍照片集裡最讚的活屍照！,Tap the star button to vote for your favorite Walker photos!,"صوت لصورتك المفضلة في معرض صور ""الأموات السائرون""!",Głosuj na swoich faworytów!,Klik op de sterknop om op je favoriete foto's te stemmen!,Presiona la estrella para votar por tu Walker favorito!,Pressione a estrela para votar no seu Walker favorito!,Tap the star button to vote for your favorite Walker photos!
AT629,DEPRECATED,,nibtranslations strings,IBUILabel,45.text,Tap the star button to vote for your favorite Walker photos!,Tap the star button to vote for your favorite Walker photos!,Tap the star button to vote for your favorite Walker photos!,Tap the star button to vote for your favorite Walker photos!,Голосуйте за вашу фотографию в Галерее Ходячих Мертвецов!,Stimme für die besten Zombie-Bilder in der Beisser-Galerie!,En iyi bulduğun fotoğrafları oyla!,Tocca il pulsante a stella per votare le tue foto preferite!,"Натиснете бутона звезда, за да гласуват за любимите си снимки Уокър!",Тапните на дугме звезду да гласају за своје омиљене Вокера фотографија!,Dotaknite se gumba zvezdicami glasovali za vaše najljubše fotografije Walker!,最高のゾンビには投票しよう！,並投票給活屍照片集裡最讚的活屍照！,Tap the star button to vote for your favorite Walker photos!,"صوت لصورتك المفضلة في معرض صور ""الأموات السائرون""!",Głosuj na swoich faworytów!,Klik op de sterknop om op je favoriete foto's te stemmen!,Presiona la estrella para votar por tu Walker favorito!,Pressione a estrela para votar no seu Walker favorito!,Tap the star button to vote for your favorite Walker photos!
AT701,Android,,,,,Authenticating...,Authenticating...,Authenticating...,Authenticating...,Аутентификация ...,Authentifizieren ...,Kimlik doğrulanıyor ...,Autenticazione in corso ...,Удостоверява се ...,Потврђивање аутентичности ...,Preverjanje pristnosti ...,認証中...,驗證中...,Authenticating...,مصادقة ...,Uwierzytelnianie ...,Authenticeren...,Autenticar ...,Antenticando...,Authenticating...
AT702,Android,,,,,Liking picture...,Liking picture...,Liking picture...,Liking picture...,Ваши оценки картину ...,Bewertung von Bild ...,Resmi Liking ...,Aggiunta mi piace...,Обич картина ...,Симпатија слику ...,Naklonjenost sliko ...,絵が好き...,喜歡的圖片...,Liking picture...,تروق الصورة ...,Sympatia zdjęcie ...,Liken...,Gustando foto ...,Curtindo foto...,Liking picture...
AT703,Android,,,,,Flagging...,Flagging...,Flagging...,Flagging...,Отметка ...,Markieren ...,İşaretleme ...,Segnalazione ...,Маркиране на ...,Означавање ...,Označevanje ...,フラグ...,標示...,Flagging...,ضعف ...,Obwisły ...,Rapporteren...,Marcando ...,Marcando...,Flagging...
AT704,Android,,,,,Preparing...,Preparing...,Preparing...,Preparing...,Подготовка ...,Vorbereitung ...,Hazırlanıyor ...,Preparazione ...,Подготовка ...,Припрема ...,Priprava ...,準備中...,準備...,Preparing...,إعداد ...,Przygotowanie ...,Voorbereiden...,Preparando ...,Preparando...,Preparing...
AT705,Android,,,,,Loading...,Loading...,Loading...,Loading...,Загрузка ...,Loading ...,Yükleniyor ...,Caricamento in corso ...,Loading ...,Учитавање ...,Nalaganje ...,読み込んでいます...,載入中...,Loading...,تحميل ...,Loading ...,Laden...,Cargando ...,Carregando...,Loading...
AT706,Android,,,,,Uploading...,Uploading...,Uploading...,Uploading...,Загрузка ...,Uploading ...,Yükleniyor ...,Caricamento ...,Качва се ...,Отпремање ...,Nalaganje ...,アップロード中...,正在上傳...,Uploading...,تحميل ...,Przesyłanie ...,Uploaden...,Subiendo ...,Subindo...,Uploading...
AT707,Android,,,,,Error uploading...,Error uploading...,Error uploading...,Error uploading...,Ошибка загрузки ...,Fehler beim Hochladen ...,Yükleme Hatası ...,Errore durante il caricamento ...,Грешка при качване на ...,Грешка при отпремању ...,Napaka pri nalaganju ...,アップロードでエラーが発生しました...,錯誤上傳...,Error uploading...,خطأ تحميل ...,Błąd podczas przesyłania ...,Fout uploaden...,Error subiendo ...,Erro ao subir...,Error uploading...
AT708,Android,,,,,Sharing...,Sharing...,Sharing...,Sharing...,Сети ...,Sharing ...,Paylaşım ...,Condivisione ...,Споделяне ...,Дељење ...,Skupna raba ...,共有...,共享...,Sharing...,تقاسم ...,Udostępnianie ...,Delen...,Compartiendo ...,Compartilhando...,Sharing...
